CustomerID,FirstName,LastName,Email,Gender,Age,City,State,PurchaseAmount,PurchaseDate,ProductCategory,Rating
32,Michael,Jones,Michael.Smith@gmail.com,Female,25,Houston,OH,222.31,2023-06-02,Electronics,5
33,David,Lopez,Sarah.Williams@gmail.com,Female,44,Phoenix,NC,130.05,2023-04-14,Electronics,4
34,Michael,Jones,David.Smith@gmail.com,Male,29,New York,FL,208.27,2023-03-16,Clothing,4
35,James,Lopez,Emily.Jones@gmail.com,Female,18,San Antonio,MI,248.08,2023-05-08,Home & Kitchen,1
36,David,Miller,Michael.Johnson@gmail.com,Male,60,Austin,MI,81.19,2023-07-18,Books,4
37,Robert,Williams,Emily.Jones@gmail.com,Male,57,San Antonio,NC,310.2,2023-06-03,Sports,2
38,James,Lopez,Sarah.Brown@gmail.com,Male,59,Dallas,FL,318.93,2023-02-25,Clothing,3
39,Emily,Jones,Emily.Brown@gmail.com,Female,68,Houston,MI,382.52,2023-10-05,Electronics,2
40,Sarah,Miller,John.Brown@gmail.com,Female,28,Philadelphia,MI,63.13,2023-12-11,Clothing,4
41,Robert,Lopez,Michael.Jones@gmail.com,Male,56,Los Angeles,MI,293.56,2023-01-19,Toys & Games,5
42,Emily,Brown,Emily.Williams@gmail.com,Female,60,Houston,NC,73.81,2023-06-08,Books,2
43,Sophia,Williams,Sarah.Johnson@gmail.com,Male,48,Los Angeles,AZ,365.51,2023-01-26,Electronics,5
44,Robert,Lopez,Sarah.Brown@gmail.com,Male,34,Austin,CA,75.08,2023-06-18,Sports,2
45,Sophia,Miller,Emily.Brown@gmail.com,Male,50,Phoenix,NC,460.28,2023-01-23,Electronics,5
46,David,Garcia,Sarah.Brown@gmail.com,Male,49,San Antonio,FL,365.94,2023-02-16,Books,2
47,Emily,Johnson,David.Johnson@gmail.com,Female,46,New York,OH,278.33,2023-01-13,Sports,5
48,Sarah,Martinez,David.Brown@gmail.com,Male,38,Austin,AZ,248.68,2023-08-05,Books,3
49,James,Johnson,David.Johnson@gmail.com,Male,38,Austin,AZ,108.8,2023-11-18,Sports,1
50,Linda,Johnson,John.Brown@gmail.com,Female,57,San Antonio,OH,180.95,2023-07-13,Home & Kitchen,2
51,Michael,Smith,Emily.Jones@gmail.com,Male,40,Austin,NY,441.03,2023-05-24,Home & Kitchen,3
52,John,Brown,John.Jones@gmail.com,Male,23,Philadelphia,PA,457.0,2023-03-14,Clothing,1
53,Sarah,Garcia,Sarah.Johnson@gmail.com,Female,39,Philadelphia,CA,50.34,2023-06-05,Clothing,2
54,Emily,Hernandez,John.Jones@gmail.com,Female,67,San Diego,CA,317.36,2023-03-18,Sports,3
55,Linda,Lopez,Sarah.Johnson@gmail.com,Female,55,San Diego,NY,373.69,2023-06-18,Electronics,3
56,Sarah,Martinez,Sarah.Jones@gmail.com,Male,54,Philadelphia,PA,328.44,2023-10-14,Toys & Games,3
57,Emily,Williams,Michael.Jones@gmail.com,Female,62,Chicago,CA,86.76,2023-03-26,Toys & Games,4
58,Anna,Garcia,David.Johnson@gmail.com,Female,68,Phoenix,FL,147.98,2023-07-01,Electronics,5
59,Anna,Jones,Sarah.Williams@gmail.com,Male,25,Los Angeles,TX,162.65,2023-11-11,Electronics,1
60,Sophia,Hernandez,Michael.Jones@gmail.com,Male,58,Phoenix,TX,424.28,2023-10-24,Home & Kitchen,5
61,Sarah,Smith,David.Brown@gmail.com,Male,66,Dallas,CA,258.44,2023-04-22,Toys & Games,5
62,Anna,Smith,Sarah.Williams@gmail.com,Male,52,Austin,IL,269.07,2023-08-18,Sports,5
63,Emily,Garcia,Sarah.Johnson@gmail.com,Male,68,New York,CA,470.7,2023-04-06,Books,3
64,Sophia,Miller,John.Williams@gmail.com,Female,28,Austin,OH,336.69,2023-06-17,Clothing,5
65,Emily,Johnson,John.Smith@gmail.com,Female,41,Phoenix,OH,454.4,2023-06-05,Books,4
66,Sophia,Jones,David.Smith@gmail.com,Female,66,Philadelphia,PA,255.43,2023-04-15,Home & Kitchen,2
67,Sarah,Smith,Sarah.Jones@gmail.com,Male,38,San Antonio,MI,117.25,2023-07-12,Toys & Games,3
68,Linda,Martinez,Emily.Jones@gmail.com,Male,68,Dallas,AZ,468.47,2023-11-26,Electronics,1
69,James,Smith,John.Brown@gmail.com,Male,19,Philadelphia,FL,256.42,2023-05-12,Toys & Games,2
70,Robert,Williams,David.Williams@gmail.com,Female,57,Phoenix,NY,131.73,2023-12-21,Sports,2
71,Linda,Lopez,Sarah.Smith@gmail.com,Female,36,San Antonio,CA,186.08,2023-05-18,Home & Kitchen,2
72,David,Smith,Sarah.Jones@gmail.com,Male,56,New York,MI,72.86,2023-11-27,Electronics,5
73,Emily,Williams,Emily.Williams@gmail.com,Female,45,Phoenix,MI,260.74,2023-09-27,Books,5
74,David,Garcia,David.Jones@gmail.com,Male,34,Los Angeles,FL,433.91,2023-02-07,Sports,3
75,Linda,Garcia,Sarah.Jones@gmail.com,Female,23,Houston,NY,470.11,2023-02-14,Books,5
76,Sophia,Hernandez,John.Smith@gmail.com,Female,36,San Antonio,OH,469.67,2023-06-12,Clothing,5
77,Robert,Smith,Emily.Smith@gmail.com,Female,55,Phoenix,NC,106.35,2023-11-27,Home & Kitchen,5
78,Robert,Martinez,David.Jones@gmail.com,Male,45,Philadelphia,FL,221.92,2023-09-10,Sports,3
79,John,Smith,Emily.Johnson@gmail.com,Female,19,Los Angeles,MI,62.7,2023-06-18,Sports,3
80,Robert,Martinez,John.Jones@gmail.com,Female,55,Chicago,TX,434.82,2023-10-12,Books,4
81,James,Brown,David.Jones@gmail.com,Male,54,San Antonio,CA,211.44,2023-10-01,Electronics,4
82,Robert,Hernandez,Emily.Brown@gmail.com,Female,68,Los Angeles,PA,334.0,2023-01-20,Clothing,4
83,Linda,Brown,Michael.Brown@gmail.com,Male,69,Philadelphia,TX,371.7,2023-08-27,Books,4
84,John,Smith,John.Brown@gmail.com,Male,21,Phoenix,MI,243.43,2023-09-27,Sports,2
85,Linda,Hernandez,John.Johnson@gmail.com,Male,39,Austin,AZ,187.9,2023-11-06,Home & Kitchen,2
86,Linda,Brown,John.Johnson@gmail.com,Male,43,New York,IL,483.0,2023-01-31,Sports,4
87,Michael,Johnson,Michael.Jones@gmail.com,Male,66,Austin,NY,484.02,2023-11-10,Toys & Games,4
88,John,Smith,Michael.Brown@gmail.com,Female,60,Houston,OH,180.25,2023-04-14,Home & Kitchen,1
89,Linda,Brown,Sarah.Johnson@gmail.com,Male,53,Los Angeles,CA,265.83,2023-06-19,Home & Kitchen,2
90,Michael,Johnson,Emily.Smith@gmail.com,Male,30,Houston,PA,487.78,2023-07-05,Sports,1
91,Michael,Johnson,Sarah.Jones@gmail.com,Male,69,New York,NC,52.19,2023-05-08,Electronics,1
92,John,Garcia,Emily.Williams@gmail.com,Male,49,Los Angeles,OH,235.71,2023-07-29,Home & Kitchen,5
93,David,Smith,Michael.Jones@gmail.com,Female,34,San Diego,CA,95.21,2023-10-08,Toys & Games,3
94,Sophia,Johnson,Michael.Williams@gmail.com,Male,58,Philadelphia,NC,279.12,2023-09-10,Books,2
95,James,Garcia,Sarah.Brown@gmail.com,Female,53,Los Angeles,PA,61.1,2023-01-19,Electronics,4
96,Sophia,Brown,David.Williams@gmail.com,Male,63,Philadelphia,MI,233.1,2023-07-19,Electronics,4
97,Robert,Williams,Sarah.Brown@gmail.com,Female,36,Austin,IL,149.31,2023-08-08,Electronics,3
98,James,Smith,Emily.Smith@gmail.com,Male,52,Dallas,TX,289.99,2023-05-16,Home & Kitchen,2
99,Robert,Hernandez,Sarah.Williams@gmail.com,Male,63,San Antonio,TX,498.2,2023-08-11,Electronics,4
100,Linda,Martinez,John.Jones@gmail.com,Female,57,Dallas,MI,410.24,2023-01-03,Sports,4
101,Emily,Martinez,Emily.Brown@gmail.com,Male,45,Phoenix,OH,430.54,2023-08-24,Electronics,5
102,John,Brown,Emily.Jones@gmail.com,Female,18,San Antonio,MI,335.87,2023-12-08,Toys & Games,1
103,James,Miller,David.Johnson@gmail.com,Male,59,San Antonio,MI,68.7,2023-08-16,Clothing,4
104,James,Miller,Michael.Brown@gmail.com,Female,35,Chicago,CA,143.06,2023-05-22,Toys & Games,2
105,Linda,Brown,Emily.Williams@gmail.com,Male,65,San Antonio,CA,466.28,2023-01-09,Home & Kitchen,3
106,David,Johnson,Michael.Brown@gmail.com,Male,57,New York,PA,214.75,2023-07-09,Electronics,5
107,Michael,Smith,Sarah.Jones@gmail.com,Female,50,Dallas,IL,96.64,2023-12-16,Electronics,2
108,Linda,Martinez,John.Smith@gmail.com,Male,29,Austin,CA,366.08,2023-06-14,Sports,5
109,Anna,Martinez,David.Brown@gmail.com,Male,25,Philadelphia,PA,184.76,2023-05-19,Books,1
110,Michael,Johnson,Michael.Williams@gmail.com,Male,41,Phoenix,AZ,170.99,2023-10-03,Electronics,4
111,John,Martinez,Emily.Johnson@gmail.com,Male,33,San Antonio,MI,499.09,2023-10-18,Toys & Games,2
112,Michael,Hernandez,Michael.Smith@gmail.com,Male,67,Phoenix,MI,436.16,2023-02-22,Home & Kitchen,3
113,David,Smith,Emily.Johnson@gmail.com,Male,21,Austin,OH,233.57,2023-06-24,Clothing,1
114,Michael,Lopez,Michael.Brown@gmail.com,Female,55,Phoenix,AZ,491.12,2023-04-20,Electronics,1
115,John,Martinez,Emily.Jones@gmail.com,Female,61,Austin,OH,342.55,2023-07-22,Clothing,5
116,David,Brown,Sarah.Jones@gmail.com,Female,44,San Antonio,NC,383.91,2023-05-16,Electronics,1
117,Sophia,Hernandez,Emily.Williams@gmail.com,Male,26,Austin,PA,64.18,2023-01-04,Home & Kitchen,2
118,James,Martinez,Emily.Jones@gmail.com,Female,64,San Antonio,PA,104.72,2023-06-04,Books,5
119,James,Hernandez,John.Smith@gmail.com,Male,33,Chicago,MI,334.89,2023-06-21,Toys & Games,1
120,Robert,Garcia,Emily.Jones@gmail.com,Male,29,Chicago,FL,454.56,2023-12-24,Home & Kitchen,3
121,Sophia,Lopez,John.Williams@gmail.com,Male,48,Austin,NC,330.68,2023-02-16,Clothing,2
122,Sophia,Jones,David.Brown@gmail.com,Male,41,Chicago,PA,110.31,2023-04-04,Electronics,3
123,Michael,Brown,John.Brown@gmail.com,Female,31,Philadelphia,CA,102.09,2023-02-17,Clothing,3
124,James,Brown,Sarah.Jones@gmail.com,Male,62,Philadelphia,MI,429.88,2023-08-28,Toys & Games,5
125,John,Smith,John.Johnson@gmail.com,Female,42,Chicago,OH,112.69,2023-12-13,Home & Kitchen,4
126,Sarah,Hernandez,David.Brown@gmail.com,Male,51,Chicago,AZ,284.1,2023-08-01,Clothing,5
127,Sarah,Johnson,Sarah.Jones@gmail.com,Female,20,San Diego,OH,66.7,2023-12-06,Clothing,2
128,David,Brown,Michael.Williams@gmail.com,Female,41,San Diego,TX,86.3,2023-11-20,Toys & Games,2
129,James,Hernandez,Michael.Jones@gmail.com,Female,59,San Antonio,FL,352.56,2023-05-19,Electronics,5
130,James,Hernandez,John.Brown@gmail.com,Female,26,Austin,PA,360.13,2023-07-24,Clothing,4
131,Sarah,Williams,John.Williams@gmail.com,Female,43,Houston,IL,203.66,2023-03-14,Toys & Games,5
132,James,Williams,David.Jones@gmail.com,Female,37,Houston,NY,147.02,2023-01-04,Electronics,2
133,Michael,Jones,David.Smith@gmail.com,Male,57,Chicago,FL,416.17,2023-03-17,Books,4
134,Anna,Garcia,Emily.Williams@gmail.com,Female,27,Phoenix,MI,147.7,2023-11-25,Electronics,2
135,Emily,Jones,David.Smith@gmail.com,Male,36,Chicago,PA,293.91,2023-03-18,Books,4
136,Sophia,Martinez,Emily.Johnson@gmail.com,Female,20,San Diego,AZ,485.69,2023-10-31,Home & Kitchen,4
137,Robert,Johnson,Sarah.Williams@gmail.com,Male,41,San Antonio,PA,116.53,2023-09-13,Toys & Games,5
138,David,Martinez,John.Smith@gmail.com,Female,22,Chicago,NY,473.39,2023-04-12,Electronics,5
139,Anna,Miller,Sarah.Brown@gmail.com,Female,20,Dallas,AZ,132.3,2023-04-16,Books,5
140,Sarah,Martinez,David.Brown@gmail.com,Male,44,Phoenix,OH,305.35,2023-11-29,Books,4
141,Sophia,Smith,Sarah.Johnson@gmail.com,Female,33,Dallas,AZ,219.65,2023-02-08,Home & Kitchen,4
142,James,Martinez,Sarah.Williams@gmail.com,Female,66,San Antonio,FL,484.22,2023-11-10,Sports,2
143,Robert,Jones,Sarah.Williams@gmail.com,Female,32,San Antonio,OH,173.09,2023-10-02,Toys & Games,3
144,James,Brown,David.Williams@gmail.com,Male,52,Philadelphia,PA,229.85,2023-03-29,Sports,5
145,John,Brown,Sarah.Johnson@gmail.com,Female,29,Los Angeles,MI,492.29,2023-07-30,Electronics,2
146,John,Williams,Emily.Williams@gmail.com,Male,58,Dallas,NC,291.41,2023-03-18,Toys & Games,2
147,Robert,Johnson,David.Brown@gmail.com,Female,61,Philadelphia,MI,276.18,2023-03-18,Home & Kitchen,1
148,Robert,Johnson,Sarah.Smith@gmail.com,Female,43,San Diego,PA,166.0,2023-01-28,Electronics,5
149,Sarah,Smith,David.Brown@gmail.com,Male,64,New York,NY,365.61,2023-09-02,Toys & Games,2
150,Robert,Jones,Michael.Brown@gmail.com,Female,51,Phoenix,NC,56.47,2023-03-07,Toys & Games,1
151,Michael,Williams,Emily.Smith@gmail.com,Female,40,New York,PA,72.28,2023-09-23,Sports,5
152,James,Miller,Sarah.Brown@gmail.com,Male,48,Austin,IL,319.71,2023-07-24,Electronics,4
153,Anna,Johnson,Michael.Johnson@gmail.com,Female,67,San Diego,FL,203.75,2023-02-27,Home & Kitchen,1
154,Linda,Brown,Michael.Smith@gmail.com,Male,37,San Diego,IL,478.99,2023-07-20,Home & Kitchen,4
155,Robert,Martinez,David.Brown@gmail.com,Male,29,New York,OH,456.44,2023-08-13,Electronics,3
156,David,Martinez,Michael.Jones@gmail.com,Male,40,Dallas,TX,371.17,2023-05-22,Electronics,3
157,John,Williams,Emily.Brown@gmail.com,Female,21,Los Angeles,PA,418.17,2023-03-25,Books,3
158,Michael,Jones,Emily.Johnson@gmail.com,Male,40,Dallas,CA,350.3,2023-05-23,Clothing,3
159,Sophia,Jones,John.Williams@gmail.com,Male,65,New York,CA,106.51,2023-12-18,Sports,2
160,Linda,Garcia,Emily.Brown@gmail.com,Female,65,Austin,AZ,394.49,2023-02-02,Electronics,3
161,Anna,Lopez,Michael.Williams@gmail.com,Male,18,Dallas,MI,144.59,2023-06-01,Electronics,2
162,Linda,Johnson,Emily.Jones@gmail.com,Female,42,Houston,MI,195.55,2023-06-07,Clothing,2
163,Robert,Jones,David.Brown@gmail.com,Female,19,Dallas,MI,418.66,2023-05-21,Clothing,5
164,Sarah,Brown,John.Smith@gmail.com,Female,47,San Antonio,IL,291.44,2023-09-08,Toys & Games,2
165,John,Williams,Michael.Williams@gmail.com,Female,20,Philadelphia,FL,436.97,2023-10-30,Home & Kitchen,2
166,John,Miller,John.Jones@gmail.com,Male,38,Phoenix,PA,145.87,2023-04-22,Sports,3
167,Sophia,Garcia,Michael.Smith@gmail.com,Male,42,Dallas,NY,323.5,2023-05-24,Toys & Games,2
168,Sarah,Hernandez,David.Smith@gmail.com,Male,37,Los Angeles,AZ,87.71,2023-07-28,Electronics,4
169,James,Smith,John.Smith@gmail.com,Male,66,Los Angeles,OH,339.38,2023-08-12,Clothing,3
170,Emily,Miller,Sarah.Smith@gmail.com,Male,69,Dallas,NC,393.14,2023-02-12,Books,1
171,Michael,Hernandez,Michael.Brown@gmail.com,Female,39,Chicago,OH,313.22,2023-09-21,Home & Kitchen,3
172,John,Martinez,Sarah.Brown@gmail.com,Male,38,San Diego,PA,169.8,2023-09-01,Toys & Games,2
173,David,Smith,John.Brown@gmail.com,Male,50,Dallas,TX,64.1,2023-01-03,Books,4
174,John,Johnson,Sarah.Jones@gmail.com,Male,69,San Diego,MI,103.75,2023-05-05,Home & Kitchen,3
175,Linda,Brown,Sarah.Jones@gmail.com,Female,55,Houston,NC,330.04,2023-09-25,Books,4
176,John,Smith,John.Jones@gmail.com,Female,32,New York,IL,470.49,2023-03-25,Clothing,1
177,John,Lopez,David.Johnson@gmail.com,Male,63,Houston,PA,142.94,2023-01-16,Toys & Games,1
178,Emily,Hernandez,Sarah.Jones@gmail.com,Female,69,Dallas,TX,380.76,2023-11-30,Toys & Games,5
179,Emily,Johnson,Sarah.Brown@gmail.com,Male,32,Los Angeles,IL,439.9,2023-02-28,Home & Kitchen,5
180,Anna,Lopez,David.Brown@gmail.com,Male,63,Chicago,TX,284.4,2023-06-26,Books,3
181,James,Martinez,Sarah.Johnson@gmail.com,Female,42,Austin,MI,351.17,2023-03-04,Clothing,5
182,David,Lopez,Sarah.Johnson@gmail.com,Female,38,San Diego,IL,416.76,2023-02-18,Electronics,4
183,John,Garcia,Sarah.Jones@gmail.com,Male,41,Philadelphia,FL,167.3,2023-11-03,Toys & Games,5
184,John,Garcia,Emily.Williams@gmail.com,Male,22,San Diego,CA,183.6,2023-09-03,Electronics,4
185,Michael,Williams,David.Johnson@gmail.com,Female,23,San Antonio,OH,50.28,2023-10-16,Clothing,5
186,Emily,Miller,Sarah.Smith@gmail.com,Male,66,Phoenix,FL,483.39,2023-10-13,Toys & Games,5
187,David,Miller,David.Brown@gmail.com,Female,60,Dallas,NC,462.9,2023-11-28,Toys & Games,5
188,Sophia,Johnson,Michael.Smith@gmail.com,Male,65,Houston,AZ,394.06,2023-01-15,Books,2
189,Anna,Martinez,Michael.Brown@gmail.com,Female,61,Philadelphia,CA,85.58,2023-12-04,Electronics,2
190,James,Jones,Sarah.Brown@gmail.com,Male,64,Los Angeles,FL,251.38,2023-09-12,Books,5
191,Sarah,Garcia,David.Johnson@gmail.com,Male,40,Los Angeles,PA,95.85,2023-04-02,Sports,4
192,James,Johnson,David.Johnson@gmail.com,Female,21,Los Angeles,TX,57.16,2023-10-06,Electronics,3
193,Linda,Jones,David.Smith@gmail.com,Male,44,Austin,NC,327.28,2023-07-25,Electronics,1
194,John,Miller,Emily.Brown@gmail.com,Male,35,San Antonio,PA,482.37,2023-04-04,Sports,2
195,Anna,Williams,Michael.Smith@gmail.com,Female,38,Los Angeles,CA,456.29,2023-08-13,Clothing,5
196,Linda,Lopez,David.Williams@gmail.com,Male,45,Los Angeles,TX,363.54,2023-10-28,Clothing,1
197,David,Garcia,David.Smith@gmail.com,Male,52,Dallas,NC,93.49,2023-11-14,Toys & Games,2
198,Sarah,Johnson,Emily.Jones@gmail.com,Male,39,San Antonio,AZ,173.37,2023-07-18,Home & Kitchen,3
199,Emily,Smith,Emily.Smith@gmail.com,Female,57,Chicago,CA,194.03,2023-09-28,Books,4
200,Anna,Jones,David.Jones@gmail.com,Female,40,Chicago,NC,393.42,2023-08-22,Home & Kitchen,5
201,Anna,Lopez,John.Jones@gmail.com,Female,20,San Antonio,FL,411.01,2023-02-15,Toys & Games,3
202,John,Garcia,David.Jones@gmail.com,Male,57,Phoenix,NC,223.3,2023-03-05,Home & Kitchen,2
203,Robert,Miller,David.Williams@gmail.com,Male,67,Austin,CA,238.05,2023-08-18,Electronics,5
204,Anna,Martinez,Emily.Smith@gmail.com,Male,27,Philadelphia,MI,70.03,2023-09-06,Electronics,1
205,Michael,Jones,Emily.Smith@gmail.com,Male,42,San Diego,FL,180.11,2023-09-03,Sports,4
206,Sarah,Miller,David.Williams@gmail.com,Female,69,Dallas,PA,253.08,2023-03-16,Sports,2
207,Sarah,Garcia,David.Brown@gmail.com,Male,66,New York,CA,102.64,2023-06-06,Toys & Games,4
208,Michael,Jones,David.Johnson@gmail.com,Male,25,Chicago,MI,253.97,2023-08-11,Toys & Games,5
209,Sophia,Lopez,Emily.Smith@gmail.com,Male,28,San Antonio,NY,433.93,2023-07-09,Toys & Games,3
210,Michael,Garcia,David.Johnson@gmail.com,Female,22,Philadelphia,AZ,311.59,2023-02-21,Electronics,4
211,Michael,Hernandez,David.Williams@gmail.com,Male,62,San Antonio,MI,85.52,2023-03-29,Home & Kitchen,1
212,Sarah,Johnson,Sarah.Brown@gmail.com,Male,54,San Diego,NY,136.25,2023-11-09,Books,2
213,James,Lopez,John.Brown@gmail.com,Male,62,Philadelphia,OH,263.54,2023-12-05,Toys & Games,1
214,Sarah,Jones,Michael.Brown@gmail.com,Male,55,Chicago,TX,212.67,2023-03-07,Toys & Games,4
215,Robert,Martinez,John.Williams@gmail.com,Male,46,Los Angeles,MI,211.43,2023-05-30,Electronics,3
216,John,Miller,Sarah.Jones@gmail.com,Female,22,San Antonio,IL,288.17,2023-01-20,Books,3
217,Linda,Smith,Michael.Jones@gmail.com,Male,26,New York,AZ,312.98,2023-02-02,Electronics,1
218,James,Miller,David.Johnson@gmail.com,Male,65,Chicago,MI,408.59,2023-11-24,Books,5
219,Emily,Jones,Sarah.Jones@gmail.com,Male,19,Houston,NY,203.43,2023-10-08,Electronics,5
220,Linda,Miller,David.Jones@gmail.com,Male,18,New York,IL,412.46,2023-02-15,Home & Kitchen,3
221,John,Johnson,Emily.Brown@gmail.com,Male,57,Phoenix,AZ,202.38,2023-03-14,Toys & Games,1
222,Robert,Garcia,Sarah.Brown@gmail.com,Male,68,Austin,IL,74.94,2023-12-20,Clothing,1
223,Robert,Smith,Emily.Johnson@gmail.com,Male,47,Chicago,FL,299.38,2023-11-09,Clothing,1
224,Emily,Brown,Sarah.Smith@gmail.com,Male,28,Los Angeles,NY,314.56,2023-12-09,Toys & Games,4
225,James,Jones,Sarah.Johnson@gmail.com,Male,45,Chicago,NC,470.54,2023-05-13,Toys & Games,5
226,Sophia,Williams,Emily.Johnson@gmail.com,Male,61,San Diego,FL,376.73,2023-02-24,Toys & Games,5
227,Michael,Brown,Michael.Williams@gmail.com,Female,29,Philadelphia,AZ,463.0,2023-03-02,Toys & Games,4
228,James,Miller,John.Williams@gmail.com,Female,56,San Antonio,AZ,458.76,2023-12-11,Books,2
229,Sophia,Jones,David.Johnson@gmail.com,Female,43,Philadelphia,CA,322.06,2023-01-08,Home & Kitchen,4
230,Robert,Hernandez,Sarah.Johnson@gmail.com,Female,30,Philadelphia,NY,287.49,2023-09-29,Clothing,1
231,Sarah,Williams,David.Johnson@gmail.com,Male,25,Chicago,OH,300.85,2023-09-03,Sports,4
232,John,Smith,Emily.Jones@gmail.com,Female,45,San Diego,OH,490.25,2023-06-25,Clothing,1
233,Emily,Martinez,David.Williams@gmail.com,Female,47,San Antonio,AZ,397.93,2023-04-26,Clothing,3
234,John,Hernandez,Emily.Johnson@gmail.com,Male,26,San Antonio,OH,97.82,2023-11-13,Electronics,1
235,David,Brown,David.Brown@gmail.com,Female,56,Philadelphia,TX,400.29,2023-09-28,Toys & Games,5
236,David,Garcia,John.Brown@gmail.com,Female,48,Phoenix,CA,126.74,2023-07-12,Toys & Games,4
237,James,Johnson,John.Jones@gmail.com,Male,38,Austin,AZ,251.31,2023-05-30,Toys & Games,1
238,Robert,Martinez,John.Jones@gmail.com,Male,64,San Diego,OH,144.71,2023-05-11,Electronics,2
239,Robert,Hernandez,John.Smith@gmail.com,Male,51,Phoenix,NY,360.31,2023-04-12,Home & Kitchen,3
240,Michael,Garcia,John.Smith@gmail.com,Female,48,Dallas,MI,444.79,2023-11-06,Home & Kitchen,2
241,Michael,Garcia,John.Smith@gmail.com,Female,69,Dallas,NC,180.66,2023-09-27,Sports,2
242,Michael,Jones,Emily.Jones@gmail.com,Male,42,New York,FL,86.9,2023-10-19,Home & Kitchen,2
243,Sarah,Hernandez,Sarah.Jones@gmail.com,Male,29,Philadelphia,FL,184.32,2023-07-29,Home & Kitchen,3
244,Linda,Smith,David.Jones@gmail.com,Female,18,San Antonio,TX,352.56,2023-12-27,Toys & Games,3
245,Anna,Miller,John.Brown@gmail.com,Male,39,Chicago,IL,197.94,2023-12-04,Books,3
246,Linda,Williams,Emily.Jones@gmail.com,Female,57,San Antonio,NY,175.15,2023-03-08,Clothing,3
247,John,Williams,Emily.Brown@gmail.com,Male,54,San Antonio,IL,133.0,2023-01-10,Home & Kitchen,2
248,Linda,Brown,Emily.Smith@gmail.com,Male,64,Los Angeles,CA,273.88,2023-02-18,Home & Kitchen,5
